,Value
27096,384.0
27097,511.0
27098,711.0
27099,851.0
27100,955.0
27101,1317.0
27102,1710.0
27103,1811.0
27104,1662.0
27105,1462.0
27106,1365.0
27107,1316.0
27108,1281.0
27109,1280.0
27110,1287.0
27111,1299.0
27112,1403.0
27113,1479.0
27114,1475.0
27115,1451.0
27116,1378.0
27117,1392.0
27118,1447.0
27119,1456.0
27120,1456.0
27121,1453.0
27122,1447.0
27123,1417.0
27124,1349.0
27125,1354.0
27126,1367.0
27127,1490.0
27128,1503.0
27129,1456.0
27130,1333.0
27131,1303.0
27132,1309.0
27133,1345.0
27134,1451.0
27135,1464.0
27136,1459.0
27137,1456.0
27138,1443.0
27139,1360.0
27140,1344.0
27141,1364.0
27142,1426.0
27143,1424.0
27144,1348.0
27145,1338.0
27146,1342.0
27147,1374.0
27148,1422.0
27149,1416.0
27150,1417.0
27151,1413.0
27152,1408.0
27153,1386.0
27154,1351.0
27155,1297.0
27156,1302.0
27157,1330.0
27158,1385.0
27159,1379.0
27160,1379.0
27161,1377.0
27162,1360.0
27163,1358.0
27164,1306.0
27165,1281.0
27166,1288.0
27167,1299.0
27168,1348.0
27169,1358.0
27170,1358.0
27171,1355.0
27172,1355.0
27173,1350.0
27174,1345.0
27175,1286.0
27176,1242.0
27177,1190.0
27178,1174.0
27179,1169.0
27180,1172.0
27181,1176.0
27182,1184.0
27183,1242.0
27184,1342.0
27185,1464.0
27186,1511.0
27187,1455.0
27188,1405.0
27189,1403.0
27190,1428.0
27191,1473.0
27192,1487.0
27193,1555.0
27194,1606.0
27195,1604.0
27196,1596.0
27197,1589.0
27198,1545.0
27199,1521.0
27200,1566.0
27201,1579.0
27202,1498.0
27203,1498.0
27204,1508.0
27205,1559.0
27206,1559.0
27207,1502.0
27208,1465.0
27209,1440.0
27210,1443.0
27211,1443.0
27212,1426.0
27213,1419.0
27214,1354.0
27215,1357.0
27216,1359.0
27217,1361.0
27218,1362.0
27219,1369.0
27220,1371.0
27221,1369.0
27222,1367.0
27223,1368.0
27224,1368.0
27225,1367.0
27226,1367.0
27227,1368.0
27228,1355.0
27229,1326.0
27230,1308.0
27231,1232.0
27232,1236.0
27233,1237.0
27234,1235.0
27235,1234.0
27236,1231.0
27237,1206.0
27238,1153.0
27239,1137.0
27240,1069.0
27241,1063.0
27242,1062.0
27243,1068.0
27244,1077.0
27245,1148.0
27246,1261.0
27247,1400.0
27248,1413.0
27249,1325.0
27250,1267.0
27251,1155.0
27252,1009.0
27253,576.0
27254,322.0
27255,334.0
27256,415.0
27257,592.0
27258,698.0
27259,750.0
27260,758.0
27261,720.0
27262,715.0
27263,740.0
27264,815.0
27265,896.0
27266,1156.0
27267,1696.0
27268,1816.0
27269,1658.0
27270,1429.0
27271,1331.0
27272,1247.0
27273,1178.0
27274,1176.0
27275,1181.0
27276,1186.0
27277,1186.0
27278,1195.0
27279,1198.0
27280,1194.0
27281,1184.0
27282,1122.0
27283,1050.0
27284,941.0
27285,942.0
27286,947.0
27287,948.0
27288,948.0
27289,952.0
27290,953.0
27291,953.0
27292,985.0
27293,1062.0
27294,1130.0
27295,926.0
27296,1022.0
27297,1508.0
27298,1515.0
27299,1402.0
27300,1290.0
27301,1278.0
27302,1278.0
27303,1283.0
27304,1284.0
27305,1284.0
27306,1283.0
27307,1284.0
27308,1285.0
27309,1310.0
27310,1359.0
27311,1477.0
27312,1480.0
27313,1378.0
27314,1298.0
27315,1293.0
27316,1298.0
27317,1298.0
27318,1299.0
27319,1298.0
27320,1295.0
27321,1257.0
27322,1258.0
27323,1260.0
27324,1260.0
27325,1261.0
27326,1257.0
27327,1114.0
27328,1087.0
27329,1090.0
27330,1075.0
27331,1000.0
27332,957.0
27333,947.0
27334,572.0
27335,404.0
27336,413.0
27337,460.0
27338,769.0
27339,1105.0
27340,1271.0
27341,1285.0
27342,1113.0
27343,1085.0
27344,1108.0
27345,1261.0
27346,1442.0
27347,1516.0
27348,1507.0
27349,1482.0
27350,1329.0
27351,1230.0
27352,1156.0
27353,1070.0
27354,1077.0
27355,1079.0
27356,1075.0
27357,1062.0
27358,971.0
27359,932.0
27360,874.0
27361,422.0
27362,411.0
27363,416.0
27364,426.0
27365,581.0
27366,800.0
27367,1019.0
27368,1238.0
27369,1335.0
27370,1320.0
27371,1289.0
27372,1148.0
27373,1089.0
27374,993.0
27375,997.0
27376,1006.0
27377,1099.0
27378,1212.0
27379,1314.0
27380,1321.0
27381,1306.0
27382,1242.0
27383,1192.0
27384,1196.0
27385,1195.0
27386,1196.0
27387,1195.0
27388,1192.0
27389,1221.0
27390,1284.0
27391,1281.0
27392,1285.0
27393,1347.0
27394,1372.0
27395,1395.0
27396,1466.0
27397,1673.0
27398,1778.0
27399,1760.0
27400,1755.0
27401,1751.0
27402,1747.0
27403,1746.0
27404,1714.0
27405,1625.0
27406,1635.0
27407,1666.0
27408,1729.0
27409,1712.0
27410,1627.0
27411,1605.0
27412,1606.0
27413,1608.0
27414,1610.0
27415,1611.0
27416,1612.0
27417,1614.0
27418,1612.0
27419,1613.0
27420,1612.0
27421,1612.0
27422,1608.0
27423,1609.0
27424,1551.0
27425,1512.0
27426,1517.0
27427,1530.0
27428,1533.0
27429,1532.0
27430,1540.0
27431,1598.0
27432,1611.0
27433,1610.0
27434,1610.0
27435,1607.0
27436,1606.0
27437,1607.0
27438,1607.0
27439,1651.0
27440,1713.0
27441,1734.0
27442,1730.0
27443,1733.0
27444,1732.0
27445,1731.0
27446,1733.0
27447,1736.0
27448,1735.0
27449,1764.0
27450,1784.0
27451,1779.0
27452,1764.0
27453,1764.0
27454,1768.0
27455,1804.0
27456,1928.0
27457,1943.0
27458,1935.0
27459,1914.0
27460,1911.0
27461,1915.0
27462,1986.0
27463,2096.0
27464,2099.0
27465,2179.0
27466,2275.0
27467,2311.0
27468,2435.0
27469,2441.0
27470,2498.0
27471,2554.0
27472,2521.0
27473,2481.0
27474,2463.0
27475,2466.0
27476,2443.0
27477,2386.0
27478,2330.0
27479,2307.0
27480,2305.0
27481,2255.0
27482,2227.0
27483,2216.0
27484,2228.0
27485,2169.0
27486,2167.0
27487,2130.0
27488,2032.0
27489,872.0
27490,930.0
27491,1464.0
27492,2647.0
27493,2707.0
27494,2481.0
27495,2584.0
27496,2669.0
27497,2625.0
27498,2668.0
27499,2635.0
27500,2622.0
27501,2627.0
27502,2623.0
27503,2618.0
27504,2612.0
27505,2615.0
27506,2604.0
27507,2573.0
27508,2509.0
27509,2453.0
27510,2408.0
27511,2431.0
27512,2314.0
27513,2237.0
27514,2158.0
27515,2153.0
27516,2033.0
27517,1895.0
27518,1818.0
27519,1650.0
27520,1572.0
27521,1528.0
27522,1373.0
27523,1353.0
27524,1061.0
27525,321.0
27526,424.0
27527,1604.0
27528,1404.0
27529,1014.0
27530,782.0
27531,672.0
27532,639.0
27533,557.0
27534,549.0
27535,545.0
27536,37.0
27537,0.0
27538,0.0
27539,0.0
27540,0.0
27541,0.0
27542,0.0
27543,0.0
27544,0.0
27545,0.0
27546,0.0
27547,0.0
27548,0.0
27549,0.0
27550,0.0
27551,0.0
27552,0.0
27553,0.0
27554,0.0
27555,0.0
27556,0.0
27557,0.0
27558,0.0
27559,0.0
27560,0.0
27561,0.0
27562,0.0
27563,0.0
27564,0.0
27565,0.0
27566,0.0
27567,0.0
27568,0.0
27569,0.0
27570,0.0
27571,0.0
27572,0.0
27573,0.0
27574,0.0
27575,0.0
27576,0.0
27577,0.0
27578,0.0
27579,0.0
27580,0.0
27581,0.0
27582,0.0
27583,0.0
27584,0.0
27585,0.0
27586,0.0
27587,0.0
27588,0.0
27589,0.0
27590,0.0
27591,0.0
27592,0.0
27593,0.0
27594,0.0
27595,0.0
27596,0.0
27597,0.0
27598,0.0
27599,0.0
27600,0.0
27601,0.0
27602,0.0
27603,0.0
27604,0.0
27605,0.0
27606,0.0
27607,0.0
27608,0.0
27609,0.0
27610,0.0
27611,0.0
27612,0.0
27613,0.0
27614,0.0
27615,0.0
27616,0.0
27617,0.0
27618,0.0
27619,0.0
27620,0.0
27621,0.0
27622,0.0
27623,0.0
27624,0.0
27625,0.0
27626,0.0
27627,0.0
27628,0.0
27629,0.0
27630,0.0
27631,0.0
27632,0.0
27633,0.0
27634,0.0
27635,0.0
27636,0.0
27637,0.0
27638,0.0
27639,0.0
27640,0.0
27641,0.0
27642,0.0
27643,0.0
27644,0.0
27645,0.0
27646,0.0
27647,0.0
27648,0.0
27649,0.0
27650,0.0
27651,0.0
27652,0.0
27653,0.0
27654,0.0
27655,0.0
27656,0.0
27657,0.0
27658,0.0
27659,0.0
27660,0.0
27661,0.0
27662,0.0
27663,0.0
27664,0.0
27665,0.0
27666,0.0
27667,0.0
27668,0.0
27669,0.0
27670,0.0
27671,0.0
27672,0.0
27673,0.0
27674,0.0
27675,0.0
27676,0.0
27677,0.0
27678,0.0
27679,0.0
27680,0.0
27681,0.0
27682,0.0
27683,0.0
27684,0.0
27685,0.0
27686,0.0
27687,0.0
27688,0.0
27689,0.0
27690,0.0
27691,0.0
27692,0.0
27693,0.0
27694,0.0
27695,0.0
27696,0.0
27697,0.0
27698,0.0
27699,0.0
27700,0.0
27701,0.0
27702,0.0
27703,0.0
27704,0.0
27705,0.0
27706,0.0
27707,0.0
27708,0.0
27709,0.0
27710,0.0
27711,0.0
27712,0.0
27713,0.0
27714,0.0
27715,0.0
27716,0.0
27717,0.0
27718,0.0
27719,0.0
27720,0.0
27721,0.0
27722,0.0
27723,0.0
27724,0.0
27725,0.0
27726,0.0
27727,0.0
27728,0.0
27729,0.0
27730,0.0
27731,0.0
27732,0.0
27733,0.0
27734,0.0
27735,0.0
27736,0.0
27737,0.0
27738,0.0
27739,0.0
27740,0.0
27741,0.0
27742,0.0
27743,0.0
27744,0.0
27745,0.0
27746,0.0
27747,0.0
27748,0.0
27749,0.0
27750,0.0
27751,0.0
27752,0.0
27753,0.0
27754,0.0
27755,0.0
27756,0.0
27757,0.0
27758,0.0
27759,0.0
27760,0.0
27761,0.0
27762,0.0
27763,0.0
27764,0.0
27765,0.0
27766,0.0
27767,0.0
27768,0.0
27769,0.0
27770,0.0
27771,0.0
27772,0.0
27773,0.0
27774,0.0
27775,0.0
27776,0.0
27777,0.0
27778,0.0
27779,0.0
27780,0.0
27781,0.0
27782,0.0
27783,0.0
27784,0.0
27785,0.0
27786,0.0
27787,0.0
27788,0.0
27789,0.0
27790,0.0
27791,0.0
27792,0.0
27793,0.0
27794,0.0
27795,0.0
27796,0.0
27797,0.0
27798,0.0
27799,0.0
27800,0.0
27801,0.0
27802,0.0
27803,0.0
27804,0.0
27805,0.0
27806,0.0
27807,0.0
27808,0.0
27809,0.0
27810,0.0
27811,0.0
27812,0.0
27813,0.0
27814,0.0
27815,0.0
27816,0.0
27817,0.0
27818,0.0
27819,0.0
27820,0.0
27821,0.0
27822,0.0
27823,0.0
27824,0.0
27825,0.0
27826,0.0
27827,0.0
27828,0.0
27829,0.0
27830,0.0
27831,0.0
27832,0.0
27833,0.0
27834,0.0
27835,0.0
27836,0.0
27837,0.0
27838,0.0
27839,0.0
27840,0.0
27841,0.0
27842,0.0
27843,0.0
27844,0.0
27845,0.0
27846,0.0
27847,0.0
27848,0.0
27849,0.0
27850,0.0
27851,0.0
27852,0.0
27853,0.0
27854,0.0
27855,0.0
27856,0.0
27857,0.0
27858,0.0
27859,0.0
27860,0.0
27861,0.0
27862,0.0
27863,0.0
27864,0.0
27865,0.0
27866,0.0
27867,0.0
27868,0.0
27869,0.0
27870,0.0
27871,0.0
27872,0.0
27873,0.0
27874,0.0
27875,0.0
27876,0.0
27877,0.0
27878,0.0
27879,0.0
27880,0.0
27881,0.0
27882,0.0
27883,0.0
27884,0.0
27885,0.0
27886,0.0
27887,0.0
27888,0.0
27889,0.0
27890,0.0
27891,0.0
27892,0.0
27893,0.0
27894,0.0
27895,0.0
27896,0.0
27897,0.0
27898,0.0
27899,0.0
27900,0.0
27901,0.0
27902,0.0
27903,0.0
27904,0.0
27905,0.0
27906,0.0
27907,0.0
27908,0.0
27909,0.0
27910,0.0
27911,0.0
27912,0.0
27913,0.0
27914,0.0
27915,0.0
27916,0.0
27917,0.0
27918,0.0
27919,0.0
27920,0.0
27921,0.0
27922,0.0
27923,0.0
27924,0.0
27925,0.0
27926,0.0
27927,0.0
27928,0.0
27929,0.0
27930,0.0
27931,0.0
27932,0.0
27933,0.0
27934,0.0
27935,0.0
27936,0.0
27937,0.0
27938,0.0
27939,0.0
27940,0.0
27941,0.0
27942,0.0
27943,0.0
27944,0.0
27945,0.0
27946,0.0
27947,0.0
27948,0.0
27949,0.0
27950,0.0
27951,0.0
27952,0.0
27953,0.0
27954,0.0
27955,0.0
27956,0.0
27957,0.0
27958,0.0
27959,0.0
27960,0.0
27961,0.0
27962,0.0
27963,0.0
27964,0.0
27965,0.0
27966,0.0
27967,0.0
27968,0.0
27969,0.0
27970,0.0
27971,0.0
27972,0.0
27973,0.0
27974,0.0
27975,0.0
27976,0.0
27977,0.0
27978,0.0
27979,0.0
27980,0.0
27981,0.0
27982,0.0
27983,0.0
27984,0.0
27985,0.0
27986,0.0
27987,0.0
27988,0.0
27989,0.0
27990,0.0
27991,0.0
27992,0.0
27993,0.0
27994,0.0
27995,0.0
27996,0.0
27997,0.0
27998,0.0
27999,0.0
28000,0.0
28001,0.0
28002,0.0
28003,0.0
28004,0.0
28005,0.0
28006,0.0
28007,0.0
28008,0.0
28009,0.0
28010,0.0
28011,0.0
28012,0.0
28013,0.0
28014,0.0
28015,0.0
28016,0.0
28017,0.0
28018,0.0
28019,0.0
28020,0.0
28021,0.0
28022,0.0
28023,0.0
28024,0.0
28025,0.0
28026,0.0
28027,0.0
28028,0.0
28029,0.0
28030,0.0
28031,0.0
28032,0.0
28033,0.0
28034,0.0
28035,0.0
28036,0.0
28037,0.0
28038,0.0
28039,0.0
28040,0.0
28041,0.0
28042,0.0
28043,0.0
28044,0.0
28045,0.0
28046,0.0
28047,0.0
28048,0.0
28049,0.0
28050,0.0
28051,0.0
28052,0.0
28053,0.0
28054,0.0
28055,0.0
28056,0.0
28057,0.0
28058,0.0
28059,0.0
28060,0.0
28061,0.0
28062,0.0
28063,0.0
28064,0.0
28065,0.0
28066,468.0
28067,918.0
28068,879.0
28069,814.0
28070,894.0
28071,996.0
28072,1002.0
28073,1013.0
28074,1073.0
28075,1667.0
28076,1640.0
28077,1711.0
28078,1796.0
28079,1858.0
28080,1880.0
28081,1935.0
28082,1935.0
28083,1944.0
28084,1939.0
28085,1929.0
28086,1898.0
28087,1881.0
28088,1899.0
28089,1896.0
28090,1891.0
28091,1869.0
28092,1876.0
28093,1862.0
28094,1670.0
28095,126.0
28096,0.0
28097,0.0
28098,409.0
28099,1206.0
28100,1863.0
28101,2097.0
28102,1813.0
28103,2012.0
28104,2003.0
28105,1990.0
28106,1985.0
28107,1948.0
28108,1889.0
28109,1922.0
28110,1882.0
28111,1909.0
28112,1907.0
28113,1904.0
28114,1902.0
28115,1861.0
28116,1837.0
28117,1842.0
28118,1805.0
28119,1797.0
28120,1798.0
28121,1742.0
28122,1708.0
28123,1732.0
28124,1711.0
28125,1676.0
28126,1704.0
28127,1698.0
28128,1687.0
28129,1657.0
28130,1688.0
28131,1680.0
28132,1673.0
28133,1660.0
28134,1641.0
28135,1650.0
28136,1662.0
28137,1648.0
28138,1592.0
28139,1617.0
28140,1555.0
28141,1549.0
28142,1556.0
28143,1478.0
28144,1416.0
28145,1369.0
28146,1368.0
28147,1369.0
28148,1389.0
28149,1391.0
28150,1390.0
28151,1389.0
28152,1388.0
28153,1387.0
28154,1388.0
28155,1376.0
28156,1378.0
28157,1347.0
28158,1368.0
28159,1375.0
28160,965.0
28161,953.0
28162,742.0
28163,1260.0
28164,1769.0
28165,1975.0
28166,2091.0
28167,2031.0
28168,2234.0
28169,2269.0
28170,2249.0
28171,2230.0
28172,2209.0
28173,2193.0
28174,2127.0
28175,2052.0
28176,1927.0
28177,1914.0
28178,1961.0
28179,1996.0
28180,2097.0
28181,2181.0
28182,2175.0
28183,2189.0
28184,2136.0
28185,2112.0
28186,2025.0
28187,1951.0
28188,1870.0
28189,1812.0
28190,1778.0
28191,1751.0
28192,1732.0
28193,1729.0
28194,1708.0
28195,1687.0
28196,1215.0
28197,140.0
28198,219.0
28199,1701.0
28200,2117.0
28201,2130.0
28202,1964.0
28203,1940.0
28204,2062.0
28205,2048.0
28206,2015.0
28207,1963.0
28208,1973.0
28209,1960.0
28210,1911.0
28211,1961.0
28212,1913.0
28213,1940.0
28214,1933.0
28215,1924.0
28216,1921.0
28217,1888.0
28218,1845.0
28219,1806.0
28220,1839.0
28221,1827.0
28222,1792.0
28223,1793.0
28224,1779.0
28225,1760.0
28226,1768.0
28227,1763.0
28228,1726.0
28229,1708.0
28230,1710.0
28231,1686.0
28232,1706.0
28233,1693.0
28234,1667.0
28235,1686.0
28236,1675.0
28237,1673.0
28238,1650.0
28239,1672.0
28240,1666.0
28241,1656.0
28242,1635.0
28243,1602.0
28244,1614.0
28245,1582.0
28246,1588.0
28247,1584.0
28248,1540.0
28249,1503.0
28250,1463.0
28251,1450.0
28252,1449.0
28253,1449.0
28254,1448.0
28255,1446.0
28256,671.0
28257,1127.0
28258,1468.0
28259,1999.0
28260,1934.0
28261,1790.0
28262,1813.0
28263,1732.0
28264,1711.0
28265,1629.0
28266,1609.0
28267,1537.0
28268,1511.0
28269,1458.0
28270,1412.0
28271,1357.0
28272,1348.0
28273,1249.0
28274,1166.0
28275,1130.0
28276,1131.0
28277,1159.0
28278,1176.0
28279,1234.0
28280,1233.0
28281,1237.0
28282,1240.0
28283,1246.0
28284,1283.0
28285,1294.0
28286,1252.0
28287,1272.0
28288,1286.0
28289,1274.0
28290,1232.0
28291,1249.0
28292,1258.0
28293,1208.0
28294,1259.0
28295,1208.0
28296,1168.0
28297,1173.0
28298,1155.0
28299,1138.0
28300,1159.0
28301,1150.0
28302,1131.0
28303,1094.0
28304,1103.0
28305,1015.0
28306,1040.0
28307,1014.0
28308,971.0
28309,974.0
28310,971.0
28311,964.0
28312,964.0
28313,947.0
28314,898.0
28315,870.0
28316,872.0
28317,868.0
28318,868.0
28319,861.0
28320,821.0
28321,797.0
28322,798.0
28323,796.0
28324,791.0
28325,766.0
28326,727.0
28327,732.0
28328,737.0
28329,739.0
28330,705.0
28331,672.0
28332,673.0
28333,671.0
28334,672.0
28335,672.0
28336,671.0
28337,668.0
28338,667.0
28339,638.0
28340,597.0
28341,599.0
28342,598.0
28343,598.0
28344,596.0
28345,596.0
28346,594.0
28347,593.0
28348,593.0
28349,592.0
28350,590.0
28351,591.0
28352,590.0
28353,589.0
28354,584.0
28355,514.0
28356,514.0
28357,514.0
28358,517.0
28359,519.0
28360,550.0
28361,636.0
28362,641.0
28363,606.0
28364,507.0
28365,493.0
28366,497.0
28367,496.0
28368,497.0
28369,495.0
28370,495.0
28371,494.0
28372,493.0
28373,491.0
28374,489.0
28375,488.0
28376,488.0
28377,487.0
28378,484.0
28379,481.0
28380,479.0
28381,481.0
28382,481.0
28383,478.0
28384,477.0
28385,476.0
28386,473.0
28387,472.0
28388,472.0
28389,470.0
28390,468.0
28391,468.0
28392,469.0
28393,467.0
28394,466.0
28395,467.0
28396,466.0
28397,463.0
28398,466.0
28399,464.0
28400,463.0
28401,465.0
28402,465.0
28403,464.0
28404,464.0
28405,465.0
28406,462.0
28407,461.0
28408,461.0
28409,461.0
28410,460.0
28411,466.0
28412,467.0
28413,465.0
28414,466.0
28415,467.0
28416,467.0
28417,466.0
28418,467.0
28419,466.0
28420,465.0
28421,466.0
28422,465.0
28423,464.0
28424,464.0
28425,465.0
28426,463.0
28427,463.0
28428,463.0
28429,462.0
28430,461.0
28431,460.0
28432,461.0
28433,459.0
28434,461.0
28435,461.0
28436,461.0
28437,461.0
28438,462.0
28439,462.0
28440,461.0
28441,463.0
28442,463.0
28443,462.0
28444,464.0
28445,463.0
28446,461.0
28447,463.0
28448,459.0
28449,453.0
28450,462.0
28451,461.0
28452,461.0
28453,163.0
28454,150.0
28455,205.0
28456,276.0
28457,384.0
28458,552.0
28459,583.0
28460,530.0
28461,577.0
28462,894.0
28463,1383.0
28464,1564.0
28465,1785.0
28466,1834.0
28467,1788.0
28468,1790.0
28469,1753.0
28470,1774.0
28471,1811.0
28472,1813.0
28473,1995.0
28474,2118.0
28475,2157.0
28476,2181.0
28477,2157.0
28478,2168.0
28479,2159.0
28480,2154.0
28481,2150.0
28482,2141.0
28483,2116.0
28484,2118.0
28485,2094.0
28486,2094.0
28487,2110.0
28488,2074.0
28489,2059.0
28490,2059.0
28491,2057.0
28492,2131.0
28493,2187.0
28494,2200.0
28495,2239.0
28496,2227.0
28497,2237.0
28498,2241.0
28499,2227.0
28500,2227.0
28501,2222.0
28502,2220.0
28503,2187.0
28504,2147.0
28505,2133.0
28506,2114.0
28507,2097.0
28508,2043.0
28509,2002.0
28510,1888.0
28511,1834.0
28512,1811.0
28513,1793.0
28514,1863.0
28515,1924.0
28516,2012.0
28517,2040.0
28518,2070.0
28519,2075.0
28520,2085.0
28521,2073.0
28522,2080.0
28523,2079.0
28524,2080.0
28525,2079.0
28526,2076.0
28527,2063.0
28528,2031.0
28529,2016.0
28530,2002.0
28531,1993.0
28532,2008.0
28533,1998.0
28534,1992.0
28535,1971.0
28536,1945.0
28537,1949.0
28538,1949.0
28539,1928.0
28540,1928.0
28541,1899.0
28542,1911.0
28543,1894.0
28544,1879.0
28545,1730.0
28546,336.0
28547,0.0
28548,1303.0
28549,2616.0
28550,2542.0
28551,2430.0
28552,2154.0
28553,2048.0
28554,1868.0
28555,1769.0
28556,1732.0
28557,1726.0
28558,1729.0
28559,1728.0
28560,1696.0
28561,1632.0
28562,1646.0
28563,1627.0
28564,1560.0
28565,1605.0
28566,1617.0
28567,1607.0
28568,1607.0
28569,1610.0
28570,1636.0
28571,1658.0
28572,1628.0
28573,1663.0
28574,1663.0
28575,1676.0
28576,1634.0
28577,1671.0
28578,1640.0
28579,1648.0
28580,1610.0
28581,1395.0
28582,366.0
28583,169.0
28584,1549.0
28585,2239.0
28586,2170.0
28587,1919.0
28588,1745.0
28589,1702.0
28590,1675.0
28591,1671.0
28592,1752.0
28593,1761.0
28594,1731.0
28595,1747.0
28596,1717.0
28597,1809.0
28598,1778.0
28599,1814.0
28600,1815.0
28601,1804.0
28602,1787.0
28603,1820.0
28604,1817.0
28605,1826.0
28606,1825.0
28607,1824.0
28608,1820.0
28609,1853.0
28610,1933.0
28611,1915.0
28612,1887.0
28613,1928.0
28614,1925.0
28615,1924.0
28616,1930.0
28617,1927.0
28618,1946.0
28619,1943.0
28620,1968.0
28621,1967.0
28622,1945.0
28623,1955.0
28624,1952.0
28625,1935.0
28626,1935.0
28627,1927.0
28628,1923.0
28629,1938.0
28630,1936.0
28631,1925.0
28632,1936.0
28633,1956.0
28634,1913.0
28635,1942.0
28636,1924.0
28637,1934.0
28638,1900.0
28639,1875.0
28640,1263.0
28641,995.0
28642,2143.0
28643,2357.0
28644,2259.0
28645,2174.0
28646,1996.0
28647,2065.0
28648,1956.0
28649,1932.0
28650,1796.0
28651,1762.0
28652,1740.0
28653,1650.0
28654,1659.0
28655,1644.0
28656,1572.0
28657,1537.0
28658,1466.0
28659,1347.0
28660,1353.0
28661,1395.0
28662,1423.0
28663,1395.0
28664,1336.0
28665,1319.0
28666,1309.0
28667,1298.0
28668,1240.0
28669,1252.0
28670,1281.0
28671,1276.0
28672,1107.0
28673,927.0
28674,777.0
28675,1602.0
28676,1932.0
28677,1812.0
28678,1742.0
28679,1664.0
28680,1583.0
28681,1536.0
28682,1550.0
28683,1571.0
28684,1593.0
28685,1561.0
28686,1549.0
28687,1547.0
28688,1549.0
28689,1526.0
28690,1560.0
28691,1560.0
28692,1560.0
28693,1556.0
28694,1563.0
28695,1565.0
28696,1563.0
28697,1559.0
28698,1560.0
28699,1558.0
28700,1557.0
28701,1554.0
28702,1553.0
28703,1551.0
28704,1551.0
28705,1554.0
28706,1565.0
28707,1648.0
28708,1678.0
28709,1620.0
28710,1614.0
28711,1614.0
28712,1637.0
28713,1715.0
28714,1721.0
28715,1683.0
28716,1734.0
28717,1773.0
28718,1792.0
28719,1801.0
28720,1801.0
28721,1811.0
28722,1814.0
28723,1819.0
28724,1818.0
28725,1803.0
28726,1803.0
28727,1800.0
28728,1765.0
28729,1803.0
28730,1801.0
28731,1794.0
28732,1783.0
28733,1783.0
28734,1745.0
28735,1774.0
28736,1762.0
28737,1130.0
28738,564.0
28739,545.0
28740,2365.0
28741,2347.0
28742,2000.0
28743,1795.0
28744,1832.0
28745,1801.0
28746,1759.0
28747,1650.0
28748,1518.0
28749,1380.0
28750,1269.0
28751,1190.0
28752,1082.0
28753,1075.0
28754,1084.0
28755,1140.0
28756,1142.0
28757,1131.0
28758,1162.0
28759,1508.0
28760,1489.0
28761,1452.0
28762,1405.0
28763,1409.0
28764,1380.0
28765,1414.0
28766,1483.0
28767,1460.0
28768,1451.0
28769,1478.0
28770,1518.0
28771,1506.0
28772,1459.0
28773,1406.0
28774,1305.0
28775,1311.0
28776,1247.0
28777,1156.0
28778,1165.0
28779,968.0
28780,889.0
28781,1270.0
28782,1638.0
28783,1632.0
28784,1444.0
28785,1322.0
28786,1301.0
28787,1329.0
28788,1408.0
28789,1374.0
28790,1336.0
28791,1301.0
28792,1286.0
28793,1219.0
28794,1259.0
28795,1209.0
28796,1168.0
28797,1183.0
28798,1119.0
28799,1182.0
28800,1181.0
28801,1203.0
28802,1256.0
28803,1303.0
28804,1335.0
28805,1368.0
28806,1388.0
28807,1436.0
28808,1458.0
28809,1478.0
28810,1503.0
28811,1582.0
28812,1579.0
28813,1558.0
28814,1578.0
28815,1573.0
28816,1568.0
28817,1551.0
28818,1562.0
28819,1556.0
28820,1517.0
28821,1505.0
28822,1504.0
28823,1558.0
28824,1504.0
28825,1460.0
28826,1401.0
28827,1274.0
28828,1203.0
28829,1134.0
28830,1112.0
28831,836.0
28832,106.0
28833,0.0
28834,0.0
28835,0.0
28836,0.0
28837,0.0
28838,0.0
28839,0.0
28840,0.0
28841,0.0
28842,0.0
28843,0.0
28844,476.0
28845,1063.0
28846,1288.0
28847,2079.0
28848,2234.0
28849,1995.0
28850,1808.0
28851,1160.0
28852,826.0
28853,881.0
28854,1299.0
28855,1881.0
28856,2165.0
28857,2233.0
28858,2236.0
28859,2239.0
28860,2241.0
28861,2253.0
28862,2254.0
28863,2250.0
28864,2279.0
28865,2144.0
28866,1960.0
28867,2162.0
28868,2436.0
28869,2553.0
28870,2580.0
28871,2534.0
28872,2508.0
28873,2419.0
28874,2386.0
28875,2319.0
28876,2348.0
28877,2320.0
28878,2338.0
28879,2316.0
28880,2313.0
28881,2278.0
28882,2285.0
28883,2323.0
28884,2372.0
28885,2320.0
28886,2315.0
28887,2317.0
28888,2315.0
28889,2309.0
28890,2294.0
28891,2282.0
28892,2284.0
28893,2273.0
28894,2290.0
28895,2339.0
28896,2359.0
28897,2355.0
28898,2354.0
28899,2359.0
28900,2377.0
28901,2397.0
28902,2402.0
28903,2409.0
28904,2452.0
28905,2465.0
28906,2494.0
28907,2493.0
28908,2496.0
28909,2497.0
28910,2485.0
28911,2480.0
28912,2475.0
28913,2469.0
28914,2468.0
28915,2465.0
28916,2466.0
28917,2471.0
28918,2464.0
28919,2460.0
28920,2451.0
28921,2441.0
28922,2434.0
28923,2437.0
